Symbol,Company,Grade,Current Price,Value,Growth,Momentum,VGM,Quant
BJ,BJ's Wholesale Club Holdings Inc.,2-Buy,66.75,A,B,A,A,87.5
BJRI,BJ's Restaurants Inc.,3-Hold,27.44,B,F,A,C,50.0
BKH,Black Hills Corporation,3-Hold,69.58,C,D,D,D,37.5
BKU,BankUnited Inc.,3-Hold,33.05,B,B,C,B,62.5
BL,BlackLine,3-Hold,67.16,D,C,D,D,37.5
BLCO,Bausch  Lomb Corporation,4-Sell,16.25,B,D,F,C,37.5
BLD,TopBuild Corp.,3-Hold,160.04,B,B,F,B,62.5
BLFS,BioLife Solutions Inc.,4-Sell,18.29,D,B,D,D,25.0
BLDR,Builders FirstSource Inc.,3-Hold,65.26,A,A,F,A,75.0
BEAM,Beam Therapeutics Inc.,3-Hold,40.88,D,D,C,F,25.0
BKNG,Booking Holdings Inc.,3-Hold,2129.54,C,A,C,A,75.0
BLMN,Bloomin' Brands Inc.,3-Hold,20.7,A,B,B,A,75.0
BLK,BlackRock Inc.,3-Hold,712.87,D,D,F,F,25.0
BLNK,Blink Charging Co.,3-Hold,11.06,F,F,C,F,25.0
BMBL,Bumble Inc.,3-Hold,20.14,C,C,C,C,50.0
BKR,Baker Hughes Company,3-Hold,28.41,C,B,B,B,62.5
BMY,Bristol Myers Squibb Company,3-Hold,72.07,A,B,B,A,75.0
BN,Brookfield Corporation,3-Hold,32.11,C,D,D,D,37.5
BMRN,BioMarin Pharmaceutical Inc.,3-Hold,106.22,C,A,A,A,75.0
BIIB,Biogen Inc.,3-Hold,268.9,B,F,B,C,50.0
BMO,Bank Of Montreal,3-Hold,92.31,C,D,F,D,37.5
BNL,Broadstone Net Lease Inc.,2-Buy,16.46,C,C,A,C,62.5
BNTX,BioNTech SE Sponsored ADR,2-Buy,144.88,A,A,F,A,87.5
BKI,Black Knight Financial Services Inc.,4-Sell,60.93,D,F,B,D,25.0
BOWL,Bowlero Corp.,2-Buy,13.39,B,C,A,A,87.5
BOOT,Boot Barn Holdings Inc.,2-Buy,63.53,B,F,B,C,62.5
BOX,Box Inc.,3-Hold,30.66,D,A,C,B,62.5
BPMC,Blueprint Medicines Corporation,4-Sell,46.4,F,F,D,F,12.5
BP,BP p.l.c.,3-Hold,33.78,A,A,F,A,75.0
BPOP,Popular Inc.,3-Hold,66.23,C,C,F,C,50.0
BRK.B,Berkshire Hathaway Inc.,1-Strong Buy,311.55,C,C,F,C,75.0
BRBR,BellRing Brands Inc.,3-Hold,24.89,B,A,C,A,75.0
BR,Broadridge Financial Solutions Inc.,3-Hold,133.05,C,D,A,C,50.0
BRP,BRP Group Inc.,3-Hold,26.36,D,F,C,F,25.0
BROS,Dutch Bros Inc.,3-Hold,29.3,D,D,F,F,25.0
BRKL,Brookline Bancorp Inc.,3-Hold,13.51,C,F,D,F,25.0
BRX,Brixmor Property Group Inc.,3-Hold,22.58,C,C,D,D,37.5
BRO,Brown & Brown Inc.,3-Hold,56.84,D,F,A,D,37.5
BSAC,Banco Santander Chile,3-Hold,15.54,C,F,B,F,25.0
BRZE,Braze Inc.,3-Hold,24.99,F,B,A,C,50.0
BRKR,Bruker Corporation,3-Hold,69.98,D,F,B,D,37.5
BSX,Boston Scientific Corporation,2-Buy,46.29,C,D,D,D,50.0
BSM,Black Stone Minerals L.P.,3-Hold,15.77,D,C,B,C,50.0
BTI,British American Tobacco p.l.c.,3-Hold,39.97,C,C,B,C,50.0
BWXT,BWX Technologies Inc.,5-Strong Sell,57.23,F,D,C,F,0.0
BUD,AnheuserBusch InBev SANV,3-Hold,60.07,C,D,B,C,50.0
BXMT,Blackstone Mortgage Trust Inc.,3-Hold,21.76,D,F,B,D,37.5
BSY,Bentley Systems Incorporated,4-Sell,35.37,D,B,A,B,50.0
BX,Blackstone Inc.,4-Sell,76.7,C,A,F,B,50.0
BWA,BorgWarner Inc.,3-Hold,42.21,A,C,D,B,62.5
BYND,Beyond Meat Inc.,4-Sell,12.92,F,F,B,F,12.5
BXSL,Blackstone Secured Lending Fund,1-Strong Buy,22.2,F,C,A,D,62.5
BYD,Boyd Gaming Corporation,3-Hold,55.67,A,A,B,A,75.0
BZ,KANZHUN LIMITED Sponsored ADR,3-Hold,23.27,D,F,F,F,25.0
BXP,Boston Properties Inc.,4-Sell,64.96,C,D,A,D,25.0
BZH,Beazer Homes USA Inc.,5-Strong Sell,13.2,A,A,F,A,50.0
CABA,Cabaletta Bio Inc.,3-Hold,10.37,D,C,D,D,37.5
C,Citigroup Inc.,3-Hold,46.5,B,C,F,C,50.0
BNS,Bank of Nova Scotia The,4-Sell,48.84,D,F,A,F,12.5
BTU,Peabody Energy Corporation,3-Hold,27.14,A,A,D,A,75.0
CAG,Conagra Brands,2-Buy,39.91,A,B,A,A,87.5
CAE,CAE Inc,3-Hold,19.57,C,D,C,D,37.5
CAH,Cardinal Health Inc.,2-Buy,76.65,A,B,A,A,87.5
CAJ,Canon Inc.,4-Sell,21.32,B,D,A,B,50.0
BURL,Burlington Stores Inc.,3-Hold,219,C,D,D,D,37.5
CAL,Caleres Inc.,3-Hold,21.94,A,C,B,A,75.0
CALX,Calix Inc,2-Buy,65.57,C,D,B,D,50.0
CALM,CalMaine Foods Inc.,1-Strong Buy,56.39,A,A,A,A,100.0
CAKE,The Cheesecake Factory Incorporated,3-Hold,33.84,B,C,D,C,50.0
CARA,Cara Therapeutics Inc.,3-Hold,11.18,D,D,B,F,25.0
CAR,Avis Budget Group Inc.,3-Hold,166.49,A,A,D,A,75.0
CARG,CarGurus Inc.,3-Hold,14.27,B,A,B,A,75.0
CARS,Cars.com Inc.,3-Hold,14.02,B,B,D,B,62.5
CAT,Caterpillar Inc.,2-Buy,239.21,B,B,C,B,75.0
CATY,Cathay General Bancorp,4-Sell,40.12,C,C,D,C,37.5
CB,Chubb Limited,4-Sell,222.23,B,B,C,B,50.0
CBOE,Cboe Global Markets Inc.,2-Buy,124.93,D,A,A,B,75.0
CBRE,CBRE Group Inc.,5-Strong Sell,77.9,C,B,D,B,37.5
CBRL,Cracker Barrel Old Country Store Inc.,5-Strong Sell,96.46,D,C,D,C,25.0
CBT,Cabot Corporation,4-Sell,66.86,B,A,B,A,62.5
CBSH,Commerce Bancshares Inc.,3-Hold,67.48,D,D,C,D,37.5
CCEP,CocaCola Europacific Partners,2-Buy,56.02,A,C,B,A,87.5
CC,The Chemours Company,4-Sell,30.52,A,B,B,A,62.5
CCJ,Cameco Corporation,4-Sell,22.56,D,A,A,A,62.5
CCK,Crown Holdings Inc.,3-Hold,82.85,B,F,B,C,50.0
CCRN,Cross Country Healthcare Inc.,2-Buy,29,A,A,D,A,87.5
CCOI,Cogent Communications Holdings Inc.,1-Strong Buy,58.12,F,C,F,F,50.0
CCS,Century Communities Inc.,4-Sell,54.06,B,B,F,B,50.0
CDAY,Ceridian HCM,3-Hold,60.43,D,A,A,B,62.5
CDMO,Avid Bioservices Inc.,4-Sell,13.91,D,F,C,F,12.5
CDNA,CareDx Inc.,2-Buy,11.07,C,F,C,D,50.0
CDW,CDW Corporation,3-Hold,179.6,B,A,C,A,75.0
CDNS,Cadence Design Systems Inc.,3-Hold,156.67,D,A,A,B,62.5
CEIX,Consol Energy Inc.,3-Hold,58.87,A,A,A,A,75.0
CE,Celanese Corporation,3-Hold,108.94,A,C,F,B,62.5
CEQP,Crestwood Equity Partners LP,3-Hold,26.6,B,A,B,A,75.0
CELH,Celsius Holdings Inc.,3-Hold,101.2,D,A,B,B,62.5
CERE,Cerevel Therapeutics Holdings Inc.,3-Hold,29.74,C,F,C,D,37.5
CERT,Certara Inc.,3-Hold,16.05,C,C,D,C,50.0
CF,CF Industries Holdings Inc.,3-Hold,83.53,A,A,C,A,75.0
CFG,Citizens Financial Group Inc.,3-Hold,40.4,B,B,F,B,62.5
CFLT,Confluent Inc.,3-Hold,18.42,F,D,A,D,37.5
CFR,CullenFrost Bankers Inc.,3-Hold,131.3,D,C,F,D,37.5
CG,Carlyle Group Inc.,3-Hold,30.04,B,F,F,F,25.0
CGBD,Carlyle Secured Lending Inc.,1-Strong Buy,14.51,F,F,B,F,50.0
CGNX,Cognex Corporation,3-Hold,48.29,F,D,D,F,25.0
CHEF,The Chefs' Warehouse Inc.,4-Sell,33.68,B,A,C,A,62.5
CHD,Church & Dwight Co. Inc.,3-Hold,81.85,D,D,D,F,25.0
CHGG,Chegg Inc.,3-Hold,26.05,C,F,D,F,25.0
CHH,Choice Hotels International Inc.,3-Hold,112.18,C,B,B,B,62.5
CHRD,Chord Energy Corporation,3-Hold,128.75,B,A,F,A,75.0
CHK,Chesapeake Energy Corporation,3-Hold,86.93,A,A,B,A,75.0
CI,Cigna Corporation,3-Hold,303.96,A,B,A,A,75.0
CHTR,Charter Communications Inc.,5-Strong Sell,360.2,A,B,B,A,50.0
CIEN,Ciena Corporation,3-Hold,49.6,C,D,A,C,50.0
CIB,BanColombia S.A.,3-Hold,27.88,A,C,F,B,62.5
CINF,Cincinnati Financial Corporation,5-Strong Sell,105.98,C,B,C,C,25.0
CHRW,C.H. Robinson Worldwide Inc.,5-Strong Sell,88.88,C,A,F,B,37.5
CHKP,Check Point Software Technologies Ltd.,3-Hold,126.03,C,B,F,C,50.0
CIVI,Civitas Resources Inc.,3-Hold,54.95,A,A,D,A,75.0
CLB,Core Laboratories N.V.,3-Hold,19.44,C,C,D,C,50.0
CLDX,Celldex Therapeutics Inc.,3-Hold,42.91,F,F,B,F,25.0
CLFD,Clearfield Inc.,1-Strong Buy,93.36,D,B,D,C,75.0
CLH,Clean Harbors Inc.,3-Hold,112.39,B,B,D,B,62.5
CL,ColgatePalmolive Company,3-Hold,78.72,D,B,B,C,50.0
CLF,ClevelandCliffs Inc.,3-Hold,17.34,A,A,A,A,75.0
CHWY,Chewy,2-Buy,35.53,D,A,A,A,87.5
CLS,Celestica Inc.,3-Hold,11.2,A,B,D,A,75.0
CINC,CinCor Pharma Inc.,3-Hold,11.56,D,F,C,F,25.0
CLX,The Clorox Company,3-Hold,141.84,D,C,A,C,50.0
CMA,Comerica Incorporated,3-Hold,66.24,B,D,F,D,37.5
CM,Canadian Imperial Bank of Commerce,3-Hold,40.9,B,D,F,D,37.5
CMCSA,Comcast Corporation,3-Hold,36.75,A,B,A,A,75.0
CHX,ChampionX Corporation,1-Strong Buy,28.53,C,A,F,B,87.5
CMC,Commercial Metals Company,1-Strong Buy,48.93,B,B,B,A,100.0
CMG,Chipotle Mexican Grill Inc.,4-Sell,1365.13,D,A,A,B,50.0
CME,CME Group Inc.,3-Hold,170.7,F,D,A,D,37.5
CMI,Cummins Inc.,3-Hold,237.32,A,D,A,B,62.5
CMP,Compass Minerals International Inc.,3-Hold,43.62,C,A,D,B,62.5
CMTG,Claros Mortgage Trust Inc.,4-Sell,14.61,D,F,A,D,25.0
CMS,CMS Energy Corporation,2-Buy,63.59,C,F,B,D,50.0
CNC,Centene Corporation,3-Hold,76.94,A,A,A,A,75.0
CNI,Canadian National Railway Company,3-Hold,118.57,D,B,F,D,37.5
CNHI,CNH Industrial N.V.,2-Buy,16.18,A,F,D,C,62.5
CNM,Core & Main Inc.,2-Buy,20.06,A,A,C,A,87.5
CNMD,CONMED Corporation,3-Hold,92.56,C,D,F,D,37.5
CNNE,Cannae Holdings Inc.,3-Hold,21.12,F,B,C,D,37.5
CNO,CNO Financial Group Inc.,3-Hold,23.07,A,D,B,B,62.5
CNP,CenterPoint Energy Inc.,3-Hold,29.11,C,F,A,D,37.5
CNQ,Canadian Natural Resources Limited,3-Hold,52.68,B,A,C,A,75.0
CNX,CNX Resources Corporation.,3-Hold,15.96,B,D,F,C,50.0
COCO,Vita Coco Company Inc.,4-Sell,13.71,C,C,C,C,37.5
COGT,Cogent Biosciences Inc.,3-Hold,11.75,F,F,A,F,25.0
COHU,Cohu Inc.,3-Hold,32.32,B,A,D,A,75.0
COIN,Coinbase Global Inc.,4-Sell,34.47,F,F,F,F,12.5
COLD,Americold Realty Trust Inc.,3-Hold,28.13,D,D,D,F,25.0
COLB,Columbia Banking System Inc.,1-Strong Buy,28.7,B,D,A,C,75.0
COLM,Columbia Sportswear Company,3-Hold,90.02,C,D,D,D,37.5
COO,The Cooper Companies Inc.,5-Strong Sell,339.1,D,D,C,D,12.5
COOP,MR. COOPER GROUP INC,3-Hold,41.68,A,F,A,B,62.5
COP,ConocoPhillips,3-Hold,116,B,A,F,A,75.0
COST,Costco Wholesale Corporation,3-Hold,451.86,C,B,D,C,50.0
CORT,Corcept Therapeutics Incorporated,3-Hold,20.4,C,B,A,A,75.0
COUR,Coursera Inc.,3-Hold,12.39,F,B,B,C,50.0
CPB,Campbell Soup Company,2-Buy,55.9,B,B,B,A,87.5
CPA,Copa Holdings S.A.,3-Hold,83.86,A,A,C,A,75.0
CPNG,Coupang Inc.,2-Buy,15.79,C,A,C,A,87.5
CPE,Callon Petroleum Company,3-Hold,35.62,A,A,F,A,75.0
CPRT,Copart Inc.,3-Hold,60.87,D,A,F,C,50.0
CPRI,Capri Holdings Limited,3-Hold,59.72,A,F,F,D,37.5
CPRX,Catalyst Pharmaceuticals Inc.,3-Hold,18.69,C,A,A,A,75.0
CPT,Camden Property Trust,3-Hold,109.45,D,C,C,D,37.5
CR,Crane Holdings Co.,2-Buy,101.8,B,F,C,D,50.0
CRBG,Corebridge Financial Inc.,3-Hold,20.18,A,D,B,A,75.0
CRC,California Resources Corporation,3-Hold,40.75,A,C,C,B,62.5
CRGY,Crescent Energy Company,3-Hold,11.21,A,B,F,A,75.0
CRDO,Credo Technology Group Holding Ltd.,4-Sell,12.53,F,D,B,F,12.5
CRI,Carter's Inc.,3-Hold,77.74,B,F,F,F,25.0
CRH,CRH PLC,1-Strong Buy,42.18,B,B,A,B,87.5
CRK,Comstock Resources Inc.,3-Hold,12.19,A,A,D,A,75.0
CRM,Salesforce Inc.,2-Buy,135.45,C,D,D,D,50.0
CRNC,Cerence Inc.,3-Hold,21.34,C,F,F,F,25.0
CRNX,Crinetics Pharmaceuticals Inc.,3-Hold,17.29,F,F,A,F,25.0
CRSP,CRISPR Therapeutics AG,4-Sell,47.39,D,F,B,F,12.5
CROX,Crocs Inc.,3-Hold,108.03,B,C,F,C,50.0
CRSR,Corsair Gaming Inc.,4-Sell,14.05,B,D,F,D,25.0
CRTO,Criteo S.A.,3-Hold,26.21,A,C,C,B,62.5
CRUS,Cirrus Logic Inc.,3-Hold,75.03,B,A,F,B,62.5
CRWD,CrowdStrike,3-Hold,95.01,D,A,A,B,62.5
CSAN,Cosan S.A. Sponsored ADR,3-Hold,11.81,B,B,B,A,75.0
CSCO,Cisco Systems Inc.,3-Hold,46.88,C,A,B,A,75.0
CSGP,CoStar Group Inc.,3-Hold,75.74,D,D,D,F,25.0
CSII,Cardiovascular Systems Inc.,3-Hold,14.02,D,F,A,D,37.5
CSIQ,Canadian Solar Inc.,3-Hold,31.48,A,B,C,A,75.0
CSL,Carlisle Companies Incorporated,2-Buy,231.49,B,B,F,B,75.0
CSTM,Constellium SE,3-Hold,12.82,A,C,D,B,62.5
CSWC,Capital Southwest Corporation,3-Hold,17.43,F,F,B,F,25.0
CTAS,Cintas Corporation,3-Hold,433.24,D,B,B,B,62.5
CSX,CSX Corporation,3-Hold,30.92,D,B,F,D,37.5
CTKB,Cytek Biosciences Inc.,2-Buy,10.45,C,D,B,D,50.0
CTLT,Catalent Inc.,3-Hold,46.03,B,F,C,C,50.0
CTRA,Coterra Energy Inc.,2-Buy,23.62,A,A,F,A,87.5
CTRE,CareTrust REIT Inc.,3-Hold,18.81,D,C,F,D,37.5
CTSH,Cognizant Technology Solutions Corporation,3-Hold,56.95,A,A,B,A,75.0
CUBE,CubeSmart,3-Hold,38.6,D,B,D,C,50.0
CUTR,Cutera Inc.,3-Hold,41.57,F,F,D,F,25.0
CUBI,Customers Bancorp Inc,3-Hold,27.25,A,F,C,C,50.0
CVBF,CVB Financial Corporation,3-Hold,24.73,D,C,B,C,50.0
CVE,Cenovus Energy Inc,3-Hold,18.26,A,A,F,A,75.0
CVI,CVR Energy Inc.,5-Strong Sell,30.85,B,A,F,A,50.0
CVLT,CommVault Systems Inc.,3-Hold,64.22,C,A,C,B,62.5
CVS,CVS Health Corporation,3-Hold,90.93,A,A,C,A,75.0
CWAN,Clearwater Analytics Holdings Inc.,3-Hold,17.84,D,B,A,B,62.5
CVX,Chevron Corporation,3-Hold,174.48,B,A,F,A,75.0
CWEN,Clearway Energy Inc.,2-Buy,31.89,B,B,A,A,87.5
CWH,Camping World,3-Hold,23.47,A,B,C,A,75.0
CWK,Cushman & Wakefield PLC,5-Strong Sell,12.89,B,C,F,C,25.0
CYRX,CryoPort Inc.,3-Hold,18.35,F,A,C,C,50.0
CYBR,CyberArk Software Ltd.,3-Hold,120.25,F,D,C,F,25.0
CYTK,Cytokinetics Incorporated,3-Hold,42.07,F,F,C,F,25.0
CZR,Caesars Entertainment Inc.,2-Buy,43.27,A,A,F,B,75.0
D,Dominion Energy Inc.,3-Hold,62.13,C,D,D,D,37.5
DADA,Dada Nexus Limited Sponsored ADR,4-Sell,12,D,B,C,C,37.5
DAL,Delta Air Lines Inc.,2-Buy,35.05,A,A,D,A,87.5
DAN,Dana Incorporated,3-Hold,16.32,A,D,C,B,62.5
DAR,Darling Ingredients Inc.,3-Hold,59.98,A,B,D,B,62.5
DASH,DoorDash Inc.,4-Sell,47.89,D,D,B,D,25.0
DAWN,Day One Biopharmaceuticals Inc.,3-Hold,20.99,F,C,C,D,37.5
DAVA,Endava PLC Sponsored ADR,2-Buy,71.57,C,A,B,A,87.5
DB,Deutsche Bank Aktiengesellschaft,1-Strong Buy,12.1,B,D,C,C,75.0
DBRG,DigitalBridge Group Inc.,3-Hold,10.99,B,B,A,A,75.0
DBX,Dropbox Inc.,3-Hold,22.21,B,A,C,A,75.0
DCP,DCP Midstream Partners LP,1-Strong Buy,39.02,B,A,B,A,100.0
DCI,Donaldson Company Inc.,3-Hold,58.41,C,A,D,B,62.5
DCT,Duck Creek Technologies Inc.,3-Hold,11.28,D,A,A,B,62.5
DD,DuPont de Nemours Inc.,2-Buy,69.91,C,F,B,D,50.0
DDOG,Datadog Inc.,3-Hold,64.16,D,B,A,C,50.0
DE,Deere & Company,2-Buy,414.78,B,A,B,A,87.5
DEN,Denbury Inc.,3-Hold,80.29,C,A,D,B,62.5
DECK,Deckers Outdoor Corporation,2-Buy,393.27,C,F,F,F,37.5
DENN,Denny's Corporation,3-Hold,10,B,D,F,C,50.0
DEA,Easterly Government Properties Inc.,4-Sell,14.6,D,D,F,F,12.5
DEI,Douglas Emmett Inc.,3-Hold,15.1,B,C,F,C,50.0
DFS,Discover Financial Services,3-Hold,99.72,B,D,D,C,50.0
DG,Dollar General Corporation,3-Hold,243.91,B,C,F,C,50.0
DH,Definitive Healthcare Corp.,5-Strong Sell,10.76,F,F,A,F,0.0
DGX,Quest Diagnostics Incorporated,2-Buy,153.98,A,B,B,A,87.5
DEO,Diageo plc,3-Hold,176.21,D,A,B,B,62.5
DHR,Danaher Corporation,3-Hold,255.6,D,C,B,D,37.5
DGII,Digi International Inc.,3-Hold,34.14,C,A,A,A,75.0
DHI,D.R. Horton Inc.,3-Hold,91.13,B,B,F,B,62.5
DICE,DICE Therapeutics Inc.,2-Buy,31.7,D,C,B,D,50.0
DINO,HF Sinclair Corporation,3-Hold,50.41,A,A,F,A,75.0
DISH,DISH Network Corporation,3-Hold,14.7,A,D,F,C,50.0
DIS,The Walt Disney Company,5-Strong Sell,91.48,D,B,B,B,37.5
DK,Delek US Holdings Inc.,3-Hold,24.55,A,A,F,A,75.0
DLR,Digital Realty Trust Inc.,4-Sell,99.17,D,D,D,F,12.5
DLTR,Dollar Tree Inc.,3-Hold,141.5,B,C,B,B,62.5
DLO,DLocal Limited,3-Hold,15.14,C,A,F,C,50.0
DNB,Dun & Bradstreet Holdings Inc.,3-Hold,12.48,B,B,F,B,62.5
DELL,Dell Technologies Inc.,3-Hold,40.95,A,D,B,B,62.5
DNLI,Denali Therapeutics Inc.,3-Hold,28.49,F,D,C,F,25.0
DNOW,NOW Inc.,4-Sell,11.88,C,A,A,A,62.5
DOCS,Doximity Inc.,3-Hold,31.97,D,D,B,D,37.5
DKNG,DraftKings Inc.,3-Hold,11.54,F,C,D,F,25.0
DNUT,Krispy Kreme Inc.,4-Sell,10.72,C,D,F,D,25.0
DOC,Physicians Realty Trust,3-Hold,14.56,D,D,D,F,25.0
DOCN,DigitalOcean Holdings Inc.,3-Hold,24.56,C,A,F,C,50.0
DOMO,Domo Inc.,2-Buy,13,D,A,C,B,75.0
DOCU,DocuSign,1-Strong Buy,54.51,F,B,C,C,75.0
DKS,DICK'S Sporting Goods Inc.,3-Hold,123.18,B,F,D,D,37.5
DPZ,Domino's Pizza Inc,3-Hold,338.28,D,B,D,C,50.0
DRI,Darden Restaurants Inc.,3-Hold,143.88,B,A,A,A,75.0
DOV,Dover Corporation,3-Hold,134.45,C,C,D,C,50.0
DRS,Leonardo DRS Inc.,3-Hold,12.11,F,F,B,F,25.0
DRQ,DrilQuip Inc.,3-Hold,26.51,F,C,B,D,37.5
DTE,DTE Energy Company,3-Hold,117.24,C,F,F,F,25.0
DOX,Amdocs Limited,3-Hold,90.96,B,B,A,A,75.0
DT,Dynatrace Inc.,3-Hold,36.96,D,B,F,C,50.0
DTM,DT Midstream Inc.,3-Hold,53.09,D,C,B,C,50.0
DRVN,Driven Brands Holdings Inc.,3-Hold,26.65,B,C,A,B,62.5
DV,DoubleVerify Holdings Inc.,3-Hold,22.02,D,C,F,D,37.5
DVA,DaVita Inc.,5-Strong Sell,77.89,A,B,A,A,50.0
DVN,Devon Energy Corporation,3-Hold,59.75,B,A,D,A,75.0
DOW,Dow Inc.,4-Sell,52.18,A,B,C,B,50.0
DVAX,Dynavax Technologies Corporation,3-Hold,10.43,C,C,F,C,50.0
DX,Dynex Capital Inc.,3-Hold,13.18,B,F,D,D,37.5
DXCM,DexCom Inc.,3-Hold,112.57,D,A,D,B,62.5
DQ,DAQO New Energy Corp.,5-Strong Sell,37.58,A,A,A,A,50.0
DXC,DXC Technology Company.,3-Hold,27.6,A,C,D,B,62.5
DYN,Dyne Therapeutics Inc.,2-Buy,11.49,C,C,C,D,50.0
EA,Electronic Arts Inc.,3-Hold,124.39,D,F,D,F,25.0
E,Eni SpA,2-Buy,28.65,A,B,F,A,87.5
DY,Dycom Industries Inc.,2-Buy,93.94,B,D,B,C,62.5
DUOL,Duolingo Inc.,3-Hold,71.82,F,A,B,B,62.5
ED,Consolidated Edison Inc,3-Hold,94.93,C,C,A,C,50.0
EBC,Eastern Bankshares Inc.,3-Hold,17.49,D,C,C,C,50.0
EDR,Endeavor Group Holdings Inc.,3-Hold,22.05,C,A,A,A,75.0
EBAY,eBay Inc.,3-Hold,42.9,B,C,D,C,50.0
DUK,Duke Energy Corporation,3-Hold,102.95,C,D,D,D,37.5
EAT,Brinker International Inc.,5-Strong Sell,34.16,B,B,B,A,50.0
EBS,Emergent Biosolutions Inc.,5-Strong Sell,12.25,B,F,F,D,12.5
EE,Excelerate Energy Inc.,5-Strong Sell,23.5,D,B,F,C,25.0
EEFT,Euronet Worldwide Inc.,3-Hold,94.16,C,A,F,B,62.5
DLB,Dolby Laboratories,5-Strong Sell,71.59,F,C,A,D,12.5
ECL,Ecolab Inc.,3-Hold,144.35,D,D,F,F,25.0
EDU,New Oriental Education & Technology Group Inc.,2-Buy,37.54,F,D,A,D,50.0
EFC,Ellington Financial Inc.,2-Buy,12.9,C,F,C,F,37.5
EFX,Equifax Inc.,3-Hold,198.93,D,C,F,D,37.5
EHAB,Enhabit Inc.,4-Sell,12.92,A,F,C,C,37.5
EL,The Estee Lauder Companies Inc.,3-Hold,259.72,F,F,D,F,25.0
EHC,Encompass Health Corporation,4-Sell,59.36,A,B,A,A,62.5
ELAN,Elanco Animal Health Incorporated,5-Strong Sell,12.58,C,B,B,B,37.5
ELS,Equity Lifestyle Properties Inc.,3-Hold,63.82,F,C,B,D,37.5
ELF,e.l.f. Beauty,1-Strong Buy,55.31,F,B,F,D,62.5
EME,EMCOR Group Inc.,3-Hold,144.01,B,B,C,A,75.0
EMBC,Embecta Corp.,5-Strong Sell,25.96,A,D,C,C,25.0
ELV,Elevance Health Inc.,3-Hold,474.64,A,A,A,A,75.0
ELME,Elme Communities,3-Hold,17.63,F,F,D,F,25.0
EMN,Eastman Chemical Company,4-Sell,84.81,B,D,C,C,37.5
EIX,Edison International,2-Buy,64.64,B,B,D,B,75.0
ENOV,Enovis Corporation,4-Sell,57.01,B,F,F,D,25.0
ENFN,Enfusion Inc.,3-Hold,11.06,F,A,B,B,62.5
ENB,Enbridge Inc,3-Hold,39.52,C,D,D,D,37.5
ENLC,EnLink Midstream LLC,2-Buy,11.71,A,A,C,A,87.5
ENV,Envestnet Inc,3-Hold,62.57,C,D,B,D,37.5
ENPH,Enphase Energy Inc.,3-Hold,244.34,D,A,A,A,75.0
ENTG,Entegris Inc.,4-Sell,66.8,D,B,D,C,37.5
EMR,Emerson Electric Co.,4-Sell,94.77,D,B,B,B,50.0
EOG,EOG Resources Inc.,3-Hold,124.45,B,A,F,B,62.5
EPC,Edgewell Personal Care Company,5-Strong Sell,39.17,B,C,A,B,37.5
EPAM,EPAM Systems Inc.,2-Buy,307.19,C,A,F,B,75.0
EPD,Enterprise Products Partners L.P.,3-Hold,24.5,A,B,D,B,62.5
EPR,EPR Properties,3-Hold,36.49,B,B,C,A,75.0
EQIX,Equinix Inc.,3-Hold,661.2,F,B,C,D,37.5
EQH,Equitable Holdings Inc.,4-Sell,29.51,A,F,D,C,37.5
EQT,EQT Corporation,3-Hold,32.36,B,B,D,A,75.0
EQNR,Equinor ASA,3-Hold,31.62,A,A,C,A,75.0
ERF,Enerplus Corporation,3-Hold,16.2,B,A,D,A,75.0
ERII,Energy Recovery Inc.,4-Sell,20.07,F,F,F,F,12.5
EQR,Equity Residential,3-Hold,57.72,D,C,D,D,37.5
ES,Eversource Energy,3-Hold,83.85,C,C,C,C,50.0
ESAB,ESAB Corporation,2-Buy,49.91,B,F,F,D,50.0
ERJ,EmbraerEmpresa Brasileira de Aeronautica,3-Hold,10.99,A,B,F,A,75.0
ESMT,EngageSmart Inc.,3-Hold,16.98,D,B,B,C,50.0
ESI,Element Solutions Inc.,3-Hold,18.03,B,B,B,B,62.5
ET,Energy Transfer LP,3-Hold,11.78,A,A,C,A,75.0
ESTE,Earthstone Energy Inc.,4-Sell,12.97,A,A,F,A,62.5
ETN,Eaton Corporation PLC,2-Buy,156.45,C,D,F,D,50.0
ETD,Ethan Allen Interiors Inc.,3-Hold,27.14,A,A,B,A,75.0
ETR,Entergy Corporation,3-Hold,104.3,B,B,B,B,62.5
ETNB,89BIO,3-Hold,12.18,D,A,A,B,62.5
ESNT,Essent Group Ltd.,2-Buy,38.72,A,F,F,D,50.0
EURN,Euronav NV,2-Buy,15.53,C,B,A,B,75.0
EVBG,Everbridge Inc.,2-Buy,27.38,C,A,C,B,75.0
ETSY,Etsy Inc.,3-Hold,119.1,D,B,C,C,50.0
EVA,Enviva Inc.,3-Hold,47.09,F,B,C,C,50.0
EVH,Evolent Health Inc,3-Hold,26.14,C,B,A,A,75.0
EVER,EverQuote Inc.,1-Strong Buy,14.25,F,C,D,D,62.5
EVRI,Everi Holdings Inc.,5-Strong Sell,14.69,B,C,C,C,25.0
EVRG,Evergy Inc.,4-Sell,63.05,C,B,F,C,37.5
EWBC,East West Bancorp Inc.,3-Hold,66.54,B,B,F,B,62.5
EWCZ,European Wax Center Inc.,2-Buy,13.4,D,D,F,F,37.5
EVTC,Evertec Inc.,2-Buy,32.53,B,D,D,C,62.5
